property_id,region_id,property_type,size_m2,rooms,year_built,has_parking
P01329,R06,Studio,170,4,1980,1
P01330,R06,Detached House,225,3,2014,0
P01331,R04,Apartment,253,1,2016,0
P01332,R05,Studio,172,5,1993,0
P01333,R02,Duplex,116,4,1994,1
P01334,R05,Studio,275,4,1996,0
P01335,R05,Duplex,271,5,2014,1
P01336,R06,Penthouse,204,4,1979,0
P01337,R02,Studio,193,2,1988,1
P01338,R05,Apartment,64,2,2003,0
P01339,R03,Duplex,136,1,2007,1
P01340,R02,Studio,87,1,1985,1
P01341,R02,Detached House,163,4,1976,1
P01342,R04,Detached House,238,5,1997,1
P01343,R02,Studio,93,1,2004,1
P01344,R01,Apartment,279,3,2011,0
P01345,R03,Duplex,71,1,1970,1
P01346,R04,Detached House,63,3,1970,1
P01347,R02,Apartment,273,4,1990,1
P01348,R06,Detached House,64,5,2000,1
P01349,R05,Duplex,216,5,1970,0
P01350,R04,Detached House,223,2,1979,1
P01351,R06,Penthouse,119,5,1992,0
P01352,R03,Duplex,55,4,1985,0
P01353,R01,Apartment,114,2,2008,0
P01354,R01,Studio,56,2,1971,1
P01355,R06,Detached House,201,1,2017,0
P01356,R06,Studio,253,5,1979,1
P01357,R05,Apartment,279,2,1993,1
P01358,R01,Apartment,232,2,2023,1
P01359,R02,Studio,225,3,2005,0
P01360,R01,Duplex,251,1,2023,1
P01361,R01,Duplex,224,5,1971,1
P01362,R02,Studio,196,4,2008,1
P01363,R04,Penthouse,279,1,1974,1
P01364,R01,Apartment,117,1,2003,0
P01365,R06,Detached House,139,1,1987,1
P01366,R03,Studio,257,5,2011,0
P01367,R02,Detached House,114,3,1976,1
P01368,R04,Penthouse,111,4,2018,0
P01369,R05,Apartment,76,1,1995,1
P01370,R02,Penthouse,106,2,1998,1
P01371,R01,Detached House,182,3,2000,0
P01372,R01,Apartment,252,2,1971,1
P01373,R06,Apartment,72,4,1986,0
P01374,R01,Penthouse,203,5,2008,1
P01375,R04,Detached House,223,2,2021,1
P01376,R03,Apartment,254,4,2023,1
P01377,R05,Penthouse,220,5,1998,1
P01378,R01,Apartment,77,5,1983,1
P01379,R06,Apartment,157,1,1995,1
P01380,R05,Apartment,268,1,1995,1
P01381,R03,Penthouse,258,5,1991,0
P01382,R02,Duplex,187,5,1989,0
P01383,R06,Detached House,271,2,2016,1
P01384,R02,Detached House,200,3,1991,1
P01385,R03,Detached House,55,3,1971,1
P01386,R03,Detached House,259,4,2008,1
P01387,R02,Studio,80,4,2005,1
P01388,R03,Detached House,131,2,1990,1
P01389,R01,Studio,97,5,2004,1
P01390,R01,Duplex,212,1,2020,1
P01391,R02,Duplex,47,1,2019,1
P01392,R01,Penthouse,193,5,2012,0
P01393,R03,Studio,247,1,2001,1
P01394,R06,Duplex,229,5,1971,1
P01395,R01,Studio,113,2,1997,1
P01396,R01,Detached House,255,2,2014,0
P01397,R01,Apartment,126,1,2015,1
P01398,R04,Apartment,203,5,2011,0
P01399,R02,Duplex,161,2,2023,0
P01400,R03,Penthouse,56,1,1997,1
P01401,R01,Detached House,40,3,1975,1
P01402,R02,Detached House,83,1,1996,0
P01403,R03,Detached House,264,4,1987,1
P01404,R03,Duplex,268,1,2015,1
P01405,R04,Studio,138,3,2011,1
P01406,R05,Duplex,272,2,1992,1
P01407,R03,Detached House,51,1,1990,1
P01408,R06,Penthouse,272,1,1978,1
P01409,R04,Apartment,95,3,1972,1
P01410,R02,Duplex,48,2,1986,1
P01411,R02,Penthouse,221,1,1983,0
P01412,R02,Penthouse,131,1,1984,0
P01413,R04,Penthouse,110,5,2023,1
P01414,R02,Detached House,222,4,2006,0
P01415,R06,Duplex,119,4,1999,1
P01416,R03,Penthouse,220,5,1979,0
P01417,R06,Studio,86,1,2015,1
P01418,R05,Apartment,60,4,2004,1
P01419,R03,Detached House,117,4,1997,1
P01420,R02,Duplex,186,2,1995,1
P01421,R05,Apartment,93,3,1999,1
P01422,R02,Apartment,74,4,2015,1
P01423,R02,Duplex,219,4,2008,0
P01424,R06,Detached House,158,2,1996,1
P01425,R03,Detached House,143,4,2006,1
P01426,R01,Penthouse,97,4,2020,0
P01427,R03,Apartment,44,1,1987,0
P01428,R03,Apartment,52,3,2018,1
P01429,R06,Apartment,203,3,2002,0
P01430,R05,Apartment,59,2,1980,1
P01431,R02,Apartment,99,1,2022,0
P01432,R01,Studio,258,1,2007,1
P01433,R04,Detached House,122,4,1990,1
P01434,R01,Apartment,218,5,1981,1
P01435,R02,Apartment,122,3,2019,1
P01436,R01,Penthouse,263,5,2014,0
P01437,R01,Duplex,237,5,1972,1
P01438,R06,Detached House,152,4,2004,1
P01439,R01,Apartment,204,3,1976,1
P01440,R01,Detached House,139,5,1985,0
P01441,R06,Penthouse,266,4,2000,0
P01442,R02,Apartment,126,5,1983,1
P01443,R05,Duplex,240,5,1997,1
P01444,R01,Studio,187,1,1993,0
P01445,R01,Detached House,194,4,2001,1
P01446,R01,Duplex,124,4,2013,0
P01447,R05,Detached House,239,5,1978,1
P01448,R04,Apartment,219,2,2012,0
P01449,R03,Duplex,235,5,1982,0
P01450,R02,Duplex,232,3,1971,0
P01451,R01,Detached House,77,2,1994,0
P01452,R04,Penthouse,250,1,1986,1
P01453,R02,Apartment,242,2,1979,0
P01454,R04,Studio,98,5,1992,1
P01455,R05,Studio,275,4,2016,1
P01456,R06,Studio,166,4,2001,1
P01457,R03,Penthouse,117,5,2009,1
P01458,R01,Studio,93,2,1978,0
P01459,R02,Penthouse,127,4,1974,0
P01460,R06,Duplex,49,2,1988,1
P01461,R04,Apartment,205,5,2011,1
P01462,R04,Penthouse,209,3,2017,1
P01463,R03,Penthouse,200,5,1975,1
P01464,R01,Penthouse,171,4,1995,1
P01465,R06,Apartment,127,4,1991,1
P01466,R05,Detached House,213,5,2010,1
P01467,R06,Duplex,249,4,1981,1
P01468,R06,Apartment,61,2,1996,1
P01469,R02,Studio,131,3,2015,1
P01470,R02,Studio,278,3,1995,1
P01471,R02,Penthouse,246,1,2012,0
P01472,R06,Apartment,278,3,2003,0
P01473,R04,Apartment,83,3,2002,0
P01474,R03,Detached House,151,2,1984,1
P01475,R06,Apartment,71,1,2023,1
P01476,R04,Apartment,247,3,1983,0
P01477,R06,Apartment,164,3,2020,1
P01478,R06,Apartment,98,1,2023,0
P01479,R01,Duplex,61,4,1997,1
P01480,R03,Studio,217,1,2016,0
P01481,R05,Apartment,234,1,2008,1
P01482,R05,Studio,251,3,2009,1
P01483,R01,Apartment,273,2,1973,1
P01484,R02,Penthouse,235,5,1977,1
P01485,R04,Apartment,228,1,1973,0
P01486,R05,Apartment,234,2,1971,1
P01487,R01,Apartment,279,4,2015,0
P01488,R04,Penthouse,151,2,1979,1
P01489,R02,Penthouse,222,5,1970,1
P01490,R02,Detached House,236,4,2020,1
P01491,R04,Studio,67,5,1985,1
P01492,R03,Studio,205,5,2014,0
P01493,R04,Studio,121,1,2021,1
P01494,R02,Penthouse,71,3,1998,0
P01495,R05,Penthouse,80,4,2020,1
P01496,R01,Penthouse,67,1,2022,1
P01497,R06,Detached House,255,3,1977,1
P01498,R01,Penthouse,225,4,1977,1
P01499,R05,Apartment,64,4,1989,1
P01500,R03,Duplex,190,3,2000,0
P01501,R03,Detached House,198,5,2012,1
P01502,R01,Studio,164,4,1979,1
P01503,R05,Duplex,185,1,1980,1
P01504,R01,Penthouse,257,2,1986,0
P01505,R04,Duplex,164,5,1984,0
P01506,R05,Penthouse,198,1,2020,1
P01507,R06,Apartment,177,1,1991,1
P01508,R05,Apartment,135,2,2016,1
P01509,R02,Apartment,253,5,1973,0
P01510,R05,Duplex,139,4,1975,0
P01511,R05,Penthouse,231,1,2013,1
P01512,R02,Detached House,185,2,1983,0
P01513,R01,Penthouse,204,5,1974,0
P01514,R06,Detached House,222,2,2002,0
P01515,R01,Duplex,216,3,1977,0
P01516,R04,Duplex,175,3,1973,0
P01517,R02,Apartment,187,4,1991,1
P01518,R01,Studio,162,4,1999,0
P01519,R05,Detached House,121,5,1998,1
P01520,R01,Apartment,214,1,2001,1
P01521,R05,Duplex,250,3,1971,1
P01522,R05,Apartment,209,4,1985,1
P01523,R01,Detached House,225,3,1988,1
P01524,R02,Apartment,239,4,1985,1
P01525,R05,Penthouse,128,4,2000,1
P01526,R04,Penthouse,55,2,1982,1
P01527,R01,Detached House,121,1,2004,1
P01528,R06,Apartment,221,5,2020,1
P01529,R02,Apartment,235,5,2005,1
P01530,R01,Duplex,163,5,1990,0
P01531,R06,Duplex,226,2,1993,0
P01532,R01,Duplex,57,2,2001,0
P01533,R04,Penthouse,194,2,2009,1
P01534,R06,Penthouse,202,1,1986,1
P01535,R04,Studio,161,1,1972,1
P01536,R04,Studio,211,2,2007,0
P01537,R03,Penthouse,157,5,2005,0
P01538,R01,Detached House,165,2,1975,0
P01539,R04,Penthouse,184,3,2003,1
P01540,R06,Apartment,230,3,1973,0
P01541,R01,Apartment,99,2,2004,0
P01542,R06,Studio,112,5,2010,0
P01543,R03,Duplex,140,1,1970,1
P01544,R04,Apartment,88,5,2009,0
P01545,R01,Apartment,120,4,1976,1
P01546,R04,Apartment,124,2,1984,1
P01547,R02,Studio,115,4,2008,1
P01548,R02,Detached House,138,3,1989,1
P01549,R05,Detached House,161,5,2022,0
P01550,R01,Apartment,207,1,2021,0
P01551,R03,Duplex,112,1,2023,1
P01552,R04,Penthouse,242,3,1975,0
P01553,R01,Studio,155,5,1979,1
P01554,R02,Studio,213,1,1979,1
P01555,R03,Apartment,67,4,2001,0
P01556,R04,Duplex,81,5,1993,0
P01557,R06,Penthouse,148,3,2010,1
P01558,R06,Studio,127,5,1985,1
P01559,R02,Detached House,159,4,1980,1
P01560,R01,Duplex,78,2,2005,0
P01561,R01,Duplex,153,5,2003,1
P01562,R04,Penthouse,204,4,2007,0
P01563,R01,Apartment,214,1,1986,0
P01564,R02,Duplex,99,3,1998,1
P01565,R06,Duplex,122,4,2020,1
P01566,R06,Penthouse,166,5,2003,1
P01567,R06,Penthouse,164,4,2020,1
P01568,R02,Detached House,230,3,1993,0
P01569,R04,Apartment,133,2,1972,1
P01570,R04,Duplex,201,1,2011,0
P01571,R02,Penthouse,252,1,1994,1
P01572,R04,Detached House,111,4,1972,0
P01573,R04,Studio,237,5,1977,1
P01574,R03,Apartment,119,1,1986,0
P01575,R05,Apartment,120,4,1980,1
P01576,R05,Detached House,196,3,2006,0
P01577,R04,Penthouse,189,1,2003,1
P01578,R05,Detached House,171,2,1987,1
P01579,R05,Apartment,95,2,1974,1
P01580,R04,Detached House,63,4,1974,1
P01581,R02,Detached House,258,2,2021,0
P01582,R05,Penthouse,249,5,1988,1
P01583,R05,Penthouse,252,2,1975,1
P01584,R06,Duplex,163,1,2008,0
P01585,R01,Duplex,252,1,2016,1
P01586,R03,Detached House,153,3,1976,1
P01587,R06,Duplex,58,3,2021,1
P01588,R04,Penthouse,87,4,2009,1
P01589,R06,Apartment,105,3,1983,1
P01590,R01,Detached House,130,1,2011,1
P01591,R01,Studio,265,2,1992,1
P01592,R05,Duplex,119,3,2004,1
P01593,R03,Detached House,187,2,1976,0
P01594,R04,Apartment,104,4,1983,1
P01595,R03,Apartment,194,5,2011,1
P01596,R03,Apartment,176,2,2013,0
P01597,R06,Studio,76,3,1970,1
P01598,R01,Penthouse,150,5,1981,1
P01599,R05,Penthouse,65,2,2002,1
P01600,R06,Studio,253,3,2018,1
P01601,R04,Duplex,208,2,2006,0
P01602,R03,Studio,265,4,2008,1
P01603,R01,Apartment,250,4,1990,1
P01604,R05,Penthouse,92,1,1972,1
P01605,R03,Duplex,209,1,2011,0
P01606,R01,Studio,64,1,2013,1
P01607,R03,Detached House,270,1,1993,1
P01608,R06,Detached House,228,1,1997,0
P01609,R02,Duplex,203,4,1982,1
P01610,R02,Apartment,278,5,1994,1
P01611,R05,Penthouse,243,3,1983,1
P01612,R02,Apartment,247,5,1992,1
P01613,R06,Duplex,64,4,1977,1
P01614,R06,Apartment,45,5,2002,1
P01615,R06,Apartment,270,4,1983,1
P01616,R06,Detached House,100,1,2009,1
P01617,R02,Detached House,142,3,1997,1
P01618,R02,Penthouse,50,3,2018,1
P01619,R03,Detached House,189,4,1981,0
P01620,R03,Detached House,236,4,1984,0
P01621,R06,Penthouse,242,1,1983,1
P01622,R05,Penthouse,179,4,2004,1
P01623,R04,Duplex,198,5,1975,1
P01624,R06,Penthouse,163,1,2007,1
P01625,R04,Penthouse,147,3,2014,1
P01626,R03,Studio,173,5,2006,0
P01627,R03,Apartment,264,1,1977,1
P01628,R04,Studio,100,1,1996,1
P01629,R01,Duplex,152,5,1998,0
P01630,R05,Detached House,184,1,1991,1
P01631,R04,Apartment,176,4,1995,1
P01632,R05,Detached House,47,5,2011,1
P01633,R04,Detached House,108,3,2015,1
P01634,R05,Penthouse,195,3,1986,0
P01635,R06,Duplex,206,3,1987,1
P01636,R04,Penthouse,216,2,1981,1
P01637,R03,Apartment,277,2,1991,1
P01638,R01,Detached House,201,3,1999,0
P01639,R05,Studio,179,5,2008,1
P01640,R06,Detached House,119,5,1984,0
P01641,R05,Penthouse,128,5,1981,0
P01642,R06,Studio,238,1,1971,1
P01643,R06,Detached House,152,2,1975,1
P01644,R05,Studio,211,4,1972,1
P01645,R04,Detached House,69,3,1981,0
P01646,R01,Apartment,70,2,2007,1
P01647,R01,Detached House,91,2,2011,1
P01648,R02,Penthouse,86,1,2022,1
P01649,R03,Apartment,185,2,1999,1
P01650,R05,Duplex,192,3,1994,1
P01651,R03,Penthouse,173,3,2018,0
P01652,R01,Apartment,109,3,1977,0
P01653,R02,Duplex,178,2,2004,1
P01654,R06,Duplex,68,2,2014,1
P01655,R06,Apartment,153,5,1997,1
P01656,R03,Apartment,77,3,1984,1
P01657,R05,Detached House,58,2,2003,1
P01658,R05,Penthouse,79,4,2023,1
P01659,R06,Studio,66,3,1982,1
P01660,R06,Penthouse,154,3,2000,0
P01661,R04,Studio,170,2,1972,1
P01662,R03,Apartment,185,4,1982,1
P01663,R04,Studio,145,1,2011,0
P01664,R02,Duplex,82,5,1996,0
P01665,R03,Penthouse,45,3,1980,1
P01666,R04,Penthouse,210,3,1988,1
P01667,R04,Detached House,275,2,1976,0
P01668,R04,Duplex,107,3,2012,0
P01669,R03,Apartment,89,4,2020,0
P01670,R03,Detached House,114,3,1975,0
P01671,R01,Apartment,91,1,1982,1
P01672,R04,Duplex,93,3,2016,1
P01673,R04,Penthouse,158,2,2017,1
P01674,R06,Duplex,228,1,2011,0
P01675,R04,Studio,210,5,2008,1
P01676,R03,Penthouse,270,2,2016,0
P01677,R01,Penthouse,125,3,1990,1
P01678,R02,Detached House,158,1,2018,1
P01679,R03,Penthouse,131,2,2017,1
P01680,R03,Studio,50,2,1982,1
P01681,R03,Duplex,133,1,1973,0
P01682,R03,Penthouse,102,5,1998,0
P01683,R05,Duplex,154,2,2010,1
P01684,R01,Duplex,77,3,2015,0
P01685,R02,Penthouse,217,3,1977,1
P01686,R01,Penthouse,242,3,1990,0
P01687,R02,Apartment,270,3,2011,1
P01688,R05,Detached House,60,3,1973,0
P01689,R01,Duplex,68,1,2009,0
P01690,R03,Apartment,271,4,1985,1
P01691,R01,Detached House,243,1,1971,1
P01692,R06,Studio,181,3,1983,1
P01693,R05,Detached House,117,2,2010,1
P01694,R02,Duplex,164,3,2016,0
P01695,R02,Studio,168,1,1974,0
P01696,R01,Apartment,243,4,1995,0
P01697,R03,Detached House,167,3,1980,1
P01698,R05,Studio,46,1,2006,0
P01699,R04,Duplex,207,1,2012,0
P01700,R06,Duplex,226,3,2021,1
P01701,R03,Duplex,111,4,1989,1
P01702,R02,Apartment,67,3,1986,1
P01703,R03,Studio,74,4,1986,0
P01704,R02,Apartment,241,4,2011,1
P01705,R06,Apartment,147,5,1994,1
P01706,R02,Studio,167,5,1971,0
P01707,R03,Penthouse,270,5,2021,1
P01708,R04,Studio,54,4,1975,0
P01709,R01,Duplex,89,3,2020,1
P01710,R03,Apartment,239,3,1978,1
P01711,R03,Penthouse,169,4,1999,0
P01712,R02,Duplex,46,1,1986,1
P01713,R01,Penthouse,208,4,2007,1
P01714,R01,Penthouse,73,3,1991,1
P01715,R01,Penthouse,227,3,1989,1
P01716,R03,Duplex,231,5,1995,1
P01717,R01,Apartment,237,4,2022,0
P01718,R06,Duplex,151,5,1983,0
P01719,R02,Duplex,104,5,1981,1
P01720,R04,Duplex,251,5,1973,1
P01721,R05,Penthouse,174,2,2009,1
P01722,R03,Penthouse,192,1,2006,1
P01723,R06,Detached House,72,2,2002,1
P01724,R01,Detached House,189,4,1971,1
P01725,R02,Duplex,179,5,2012,1
P01726,R02,Penthouse,110,5,2013,1
P01727,R01,Studio,224,4,2021,1
P01728,R02,Apartment,72,4,2020,1
P01729,R02,Studio,212,5,1984,1
P01730,R05,Studio,270,4,2008,1
P01731,R02,Duplex,176,1,1991,1
P01732,R06,Apartment,65,3,2002,0
P01733,R05,Penthouse,172,2,1987,1
P01734,R06,Penthouse,166,4,2005,1
P01735,R01,Penthouse,172,4,2021,1
P01736,R06,Apartment,105,2,2005,0
P01737,R04,Penthouse,190,2,2019,1
P01738,R06,Detached House,103,1,2020,1
P01739,R03,Studio,173,2,1976,1
P01740,R06,Detached House,182,5,2022,0
P01741,R04,Penthouse,195,4,2014,1
P01742,R01,Studio,231,5,1993,0
P01743,R03,Apartment,251,5,2002,0
P01744,R01,Studio,226,5,2003,0
P01745,R06,Studio,231,1,2012,1
P01746,R02,Apartment,248,2,2013,1
P01747,R02,Apartment,98,1,1975,1
P01748,R04,Duplex,110,1,1970,1
P01749,R03,Detached House,167,2,1983,1
P01750,R01,Duplex,151,2,1998,1
P01751,R05,Penthouse,208,1,2015,0
P01752,R06,Detached House,42,5,2005,0
P01753,R05,Detached House,73,3,1977,0
P01754,R04,Studio,219,4,2008,1
P01755,R03,Apartment,237,4,1995,1
P01756,R04,Penthouse,112,5,1989,1
P01757,R04,Detached House,114,1,2011,1
P01758,R01,Apartment,174,2,1985,0
P01759,R01,Detached House,154,2,2003,1
P01760,R02,Penthouse,80,3,1979,1
P01761,R03,Studio,160,3,1990,0
P01762,R01,Apartment,236,4,2000,1
P01763,R01,Duplex,215,3,2003,1
P01764,R06,Duplex,236,2,2019,0
P01765,R03,Studio,194,3,1985,0
P01766,R04,Duplex,250,5,2018,0
P01767,R04,Penthouse,99,3,2014,1
P01768,R05,Duplex,51,3,1989,1
P01769,R05,Studio,67,1,1977,1
P01770,R02,Penthouse,278,1,1983,0
P01771,R06,Apartment,193,2,2005,1
P01772,R03,Penthouse,99,1,2012,1
P01773,R06,Duplex,244,3,2003,1
P01774,R03,Duplex,114,5,2009,1
P01775,R01,Penthouse,183,3,1975,1
P01776,R05,Detached House,99,4,1997,1
P01777,R01,Studio,62,5,2017,1
P01778,R05,Apartment,104,4,1991,0
P01779,R01,Apartment,94,4,2018,1
P01780,R02,Penthouse,172,4,1976,1
P01781,R04,Duplex,44,2,2022,0
P01782,R06,Detached House,97,3,2012,0
P01783,R03,Penthouse,176,2,2003,1
P01784,R01,Detached House,134,4,2003,0
P01785,R02,Penthouse,192,3,2020,0
P01786,R06,Apartment,197,5,1990,1
P01787,R05,Penthouse,271,1,1978,0
P01788,R01,Penthouse,240,1,2019,0
P01789,R03,Detached House,94,4,1975,0
P01790,R02,Detached House,206,4,2005,0
P01791,R02,Studio,190,4,1984,1
P01792,R06,Apartment,182,2,2020,1
P01793,R04,Apartment,231,1,2022,0
P01794,R02,Apartment,75,2,1995,1
P01795,R04,Duplex,130,3,1998,1
P01796,R03,Detached House,235,3,1994,0
P01797,R01,Apartment,254,5,1992,1
P01798,R03,Duplex,48,5,2020,0
P01799,R02,Apartment,153,4,1985,0
P01800,R02,Detached House,103,1,2021,0
P01801,R06,Apartment,80,1,2005,0
P01802,R05,Studio,53,3,2021,1
P01803,R01,Studio,169,4,2003,1
P01804,R06,Studio,200,4,2014,1
P01805,R04,Detached House,167,2,1996,0
P01806,R06,Detached House,128,1,1994,1
P01807,R05,Duplex,225,2,1983,1
P01808,R03,Duplex,196,4,1981,0
P01809,R04,Apartment,258,5,1972,1
P01810,R04,Studio,123,5,1990,1
P01811,R05,Duplex,97,3,2023,0
P01812,R02,Penthouse,149,1,2020,1
P01813,R02,Studio,161,5,2007,0
P01814,R02,Apartment,149,1,1989,1
P01815,R02,Apartment,239,2,1998,0
P01816,R01,Apartment,50,5,2010,0
P01817,R01,Apartment,166,3,1970,1
P01818,R06,Duplex,143,1,2019,1
P01819,R01,Studio,90,3,2017,0
P01820,R06,Studio,193,1,2022,1
P01821,R01,Detached House,232,2,1975,1
P01822,R05,Duplex,171,5,2021,1
P01823,R02,Apartment,60,2,2003,1
P01824,R04,Duplex,58,5,1999,1
P01825,R02,Apartment,141,3,1979,1
P01826,R03,Apartment,200,4,1996,0
P01827,R03,Apartment,115,4,1989,1
P01828,R04,Studio,114,3,2023,0
P01829,R03,Detached House,246,1,1988,0
P01830,R04,Penthouse,43,5,1981,1
P01831,R05,Penthouse,59,3,2021,0
P01832,R03,Studio,77,4,1980,1
P01833,R03,Detached House,276,3,2018,1
P01834,R01,Apartment,159,4,2022,1
P01835,R03,Detached House,77,2,1986,1
P01836,R01,Detached House,114,5,2007,1
P01837,R02,Studio,272,2,2013,1
P01838,R06,Studio,206,4,1998,0
P01839,R01,Apartment,93,3,2007,0
P01840,R03,Studio,97,3,1977,1
P01841,R06,Apartment,57,1,1997,1
P01842,R06,Studio,225,2,1997,1
P01843,R01,Detached House,72,1,2000,0
P01844,R01,Detached House,108,3,2020,0
P01845,R03,Penthouse,123,4,2014,1
P01846,R04,Detached House,189,3,2002,1
P01847,R06,Studio,185,4,1991,1
P01848,R02,Duplex,231,2,1991,1
P01849,R01,Duplex,111,2,1971,1
P01850,R02,Penthouse,132,3,1999,0
P01851,R06,Penthouse,133,2,1983,1
P01852,R01,Penthouse,51,5,2017,0
P01853,R03,Studio,217,5,2011,0
P01854,R01,Penthouse,168,3,2019,1
P01855,R01,Penthouse,154,4,2023,0
P01856,R06,Penthouse,278,1,1991,0
P01857,R01,Detached House,82,1,1993,1
P01858,R02,Penthouse,272,2,2002,1
P01859,R06,Studio,203,2,1993,1
P01860,R04,Penthouse,93,2,1985,1
P01861,R01,Duplex,202,3,2008,0
P01862,R03,Duplex,221,4,1994,1
P01863,R06,Penthouse,126,3,2020,0
P01864,R03,Duplex,122,3,1981,1
P01865,R04,Apartment,240,1,1993,0
P01866,R04,Duplex,78,2,1998,0
P01867,R04,Detached House,43,5,2019,0
P01868,R02,Penthouse,199,5,2001,1
P01869,R06,Detached House,257,1,1973,0
P01870,R06,Penthouse,160,1,1988,1
P01871,R01,Detached House,72,5,2017,1
P01872,R05,Studio,169,1,1984,1
P01873,R05,Apartment,100,3,1988,1
P01874,R05,Duplex,238,5,1978,0
P01875,R03,Duplex,186,4,2008,1
P01876,R03,Penthouse,120,3,1977,1
P01877,R06,Penthouse,189,2,1989,1
P01878,R01,Studio,200,4,2008,1
P01879,R05,Apartment,202,4,2018,0
P01880,R06,Studio,127,5,1981,1
P01881,R05,Detached House,176,3,1987,0
P01882,R03,Studio,50,5,1976,0
P01883,R04,Detached House,136,4,1993,0
P01884,R01,Studio,130,1,2023,1
P01885,R06,Studio,168,2,1986,0
P01886,R03,Detached House,268,4,1984,1
P01887,R01,Studio,268,1,1991,1
P01888,R05,Penthouse,155,4,2018,1
P01889,R04,Detached House,195,2,1999,0
P01890,R04,Penthouse,65,2,2002,1
P01891,R01,Duplex,155,3,2012,0
P01892,R05,Apartment,205,5,2008,1
P01893,R04,Duplex,203,5,2002,0
P01894,R05,Duplex,271,3,2000,1
P01895,R05,Penthouse,151,1,1998,0
P01896,R02,Studio,257,5,1979,1
P01897,R02,Detached House,274,5,1992,0
P01898,R06,Apartment,177,4,2015,0
P01899,R04,Penthouse,61,4,1972,1
P01900,R03,Duplex,130,3,2014,0
P01901,R02,Detached House,223,1,2000,1
P01902,R04,Studio,179,1,1988,1
P01903,R05,Studio,264,1,1976,1
P01904,R01,Studio,235,5,2011,1
P01905,R04,Detached House,55,1,1970,1
P01906,R06,Detached House,246,3,1999,1
P01907,R02,Penthouse,125,2,1978,0
P01908,R02,Duplex,236,1,2019,1
P01909,R06,Duplex,161,5,1979,1
P01910,R01,Penthouse,149,1,2013,0
P01911,R03,Duplex,57,5,2000,0
P01912,R03,Penthouse,68,4,1972,0
P01913,R05,Detached House,182,4,2008,1
P01914,R01,Apartment,176,1,2017,0
P01915,R03,Studio,173,5,1981,1
P01916,R01,Studio,77,3,2022,1
P01917,R05,Duplex,162,3,2013,1
P01918,R04,Studio,54,4,2010,0
P01919,R03,Apartment,74,2,1988,1
P01920,R03,Penthouse,159,2,1976,1
P01921,R01,Studio,188,2,1993,0
P01922,R06,Penthouse,197,3,2013,0
P01923,R04,Penthouse,275,4,2001,0
P01924,R02,Duplex,244,2,2004,1
P01925,R03,Studio,131,2,2012,0
P01926,R05,Studio,227,5,1988,0
P01927,R05,Penthouse,62,3,1972,0
P01928,R03,Detached House,245,5,2017,0
P01929,R02,Penthouse,132,2,2003,1
P01930,R04,Duplex,222,2,2000,1
P01931,R04,Studio,272,2,2000,1
P01932,R04,Studio,208,3,2016,1
P01933,R01,Apartment,260,4,2011,0
P01934,R03,Duplex,42,3,2006,1
P01935,R04,Detached House,80,2,2012,1
P01936,R06,Duplex,190,5,1985,1
P01937,R04,Penthouse,169,3,2008,1
P01938,R03,Duplex,68,2,2022,0
P01939,R04,Duplex,212,1,1982,1
P01940,R02,Studio,54,3,2000,1
P01941,R01,Duplex,277,4,2006,0
P01942,R05,Studio,77,5,1997,1
P01943,R06,Duplex,146,2,2022,0
P01944,R06,Apartment,237,1,1991,0
P01945,R04,Apartment,163,5,1981,1
P01946,R01,Penthouse,218,3,1977,1
P01947,R06,Duplex,208,1,2015,1
P01948,R03,Studio,267,1,2007,1
P01949,R02,Penthouse,151,3,2001,0
P01950,R06,Penthouse,274,4,1993,1
P01951,R05,Studio,164,2,1992,1
P01952,R05,Duplex,254,2,2020,0
P01953,R02,Duplex,215,4,2006,1
P01954,R06,Apartment,71,5,2022,1
P01955,R03,Penthouse,194,3,2013,0
P01956,R04,Detached House,250,3,2011,1
P01957,R05,Studio,70,2,1999,1
P01958,R04,Penthouse,241,1,1983,1
P01959,R02,Duplex,65,1,2005,1
P01960,R02,Penthouse,249,5,2008,1
P01961,R03,Studio,229,1,1998,1
P01962,R06,Apartment,76,5,1971,0
P01963,R05,Duplex,214,2,2021,1
P01964,R03,Apartment,68,4,2014,1
P01965,R05,Detached House,176,5,1989,1
P01966,R05,Duplex,261,4,1996,1
P01967,R03,Duplex,89,4,1976,1
P01968,R03,Penthouse,81,2,2020,1
P01969,R06,Penthouse,141,3,1982,1
P01970,R04,Apartment,128,4,1990,1
P01971,R01,Duplex,51,3,1993,1
P01972,R05,Apartment,149,1,1984,0
P01973,R04,Apartment,102,5,2004,0
P01974,R04,Penthouse,69,1,2023,1
P01975,R05,Apartment,106,5,2016,0
P01976,R06,Apartment,44,5,1998,0
P01977,R02,Studio,259,1,1977,0
P01978,R03,Studio,278,4,2016,1
P01979,R02,Detached House,128,4,1983,1
P01980,R04,Studio,250,2,2019,1
P01981,R03,Studio,150,5,1991,1
P01982,R03,Detached House,258,1,1997,1
P01983,R05,Studio,81,2,1993,0
P01984,R03,Penthouse,108,5,1994,0
P01985,R03,Duplex,217,4,1978,0
P01986,R03,Apartment,92,1,1999,0
P01987,R02,Detached House,237,1,1991,1
P01988,R01,Detached House,142,2,2015,0
P01989,R05,Detached House,136,1,1995,1
P01990,R01,Duplex,148,1,2022,1
P01991,R02,Studio,231,3,1986,0
P01992,R05,Penthouse,41,1,1987,1
