transaction_id,property_id,agent_id,closing_date,closing_price
T01168,P04544,A004,2024-12-09,11499696.0
T01169,P02242,A036,2024-11-07,6276635.0
T01170,P04416,A011,2024-01-20,6730826.0
T01171,P04131,A006,2024-02-04,5438027.0
T01172,P00184,A004,2023-08-05,1598420.0
T01173,P04234,A016,2024-10-11,4252173.0
T01174,P00968,A020,2024-05-28,4188281.0
T01175,P04718,A034,2024-10-01,5897708.0
T01176,P00098,A027,2024-12-09,13778246.0
T01177,P01665,A033,2023-09-19,1655556.0
T01178,P02374,A001,2023-12-21,8089510.0
T01179,P03930,A002,2023-10-09,1218327.0
T01180,P01770,A010,2023-10-03,7021365.0
T01181,P00085,A016,2023-09-08,6333764.0
T01182,P00507,A003,2023-05-06,10876302.0
T01183,P02929,A035,2025-05-09,9685089.0
T01184,P02293,A039,2024-01-18,8481822.0
T01185,P04386,A020,2024-07-01,4694701.0
T01186,P00820,A033,2024-09-05,4870896.0
T01187,P03982,A008,2024-04-27,2622234.0
T01188,P00220,A002,2023-11-10,1178079.0
T01189,P01634,A036,2024-05-22,4765945.0
T01190,P03117,A033,2025-03-10,6936344.0
T01191,P01568,A031,2024-11-04,5856183.0
T01192,P02794,A034,2024-01-26,4230907.0
T01193,P03674,A029,2024-12-28,4419167.0
T01194,P04604,A033,2023-12-05,5942739.0
T01195,P01091,A039,2024-02-07,6327302.0
T01196,P01405,A036,2024-05-17,4562876.0
T01197,P03853,A036,2024-05-14,8028069.0
T01198,P01335,A019,2023-07-04,6906078.0
T01199,P03358,A033,2023-07-29,
T01200,P00943,A010,2024-04-25,5011412.0
T01201,P00447,A013,2024-03-28,2945251.0
T01202,P03736,A035,2023-09-13,5338861.0
T01203,P00244,A015,2024-12-12,4942137.0
T01204,P03576,A034,2023-07-08,6049539.0
T01205,P02907,A020,2024-12-05,2034051.0
T01206,P01177,A011,2024-04-06,8025932.0
T01207,P03005,A017,2024-03-01,766019.0
T01208,P02948,A024,2024-02-07,3752881.0
T01209,P04085,A003,2023-08-05,1231464.0
T01210,P00215,A023,2023-12-02,7261972.0
T01211,P02163,A005,2024-08-04,7317292.0
T01212,P03425,A020,2024-04-26,3737268.0
T01213,P01979,A013,2025-03-12,5395246.0
T01214,P00630,A025,2024-09-19,3910683.0
T01215,P01888,A034,2023-08-31,2652335.0
T01216,P00764,A004,2024-07-10,5372012.0
T01217,P01175,A004,2023-06-29,3061563.0
T01218,P01717,A019,2024-01-30,8136617.0
T01219,P03437,A031,2025-04-13,8520991.0
T01220,P01959,A012,2024-06-20,2610236.0
T01221,P02848,A032,2024-01-14,8907565.0
T01222,P04407,A001,2025-05-19,12327156.0
T01223,P01184,A012,2024-06-09,5811883.0
T01224,P03920,A021,2025-01-30,3674991.0
T01225,P02304,A026,2024-05-17,2381137.0
T01226,P04506,A015,2024-10-13,7246343.0
T01227,P01404,A036,2023-07-14,10868568.0
T01228,P02000,A018,2023-09-30,5662163.0
T01229,P02099,A026,2023-08-22,3690900.0
T01230,P01862,A005,2023-07-29,4536568.0
T01231,P02603,A038,2024-02-20,2829876.0
T01232,P04869,A021,2024-10-11,4735302.0
T01233,P03637,A019,2024-03-17,5813126.0
T01234,P00882,A011,2025-01-10,7636485.0
T01235,P04246,A025,2024-08-22,5087243.0
T01236,P02060,A001,2024-09-23,4891828.0
T01237,P01690,A019,2024-11-04,4610560.0
T01238,P00926,A032,2024-06-14,8069259.0
T01239,P03464,A032,2023-11-30,6568175.0
T01240,P03838,A026,2025-02-13,1587051.0
T01241,P03894,A015,2024-10-18,6425215.0
T01242,P02975,A022,2023-07-16,7086196.0
T01243,P02622,A007,2023-05-22,2450858.0
T01244,P01245,A025,2024-10-19,4079540.0
T01245,P00791,A009,2023-12-18,3714615.0
T01246,P03617,A013,2024-06-22,2872682.0
T01247,P01236,A030,2023-11-05,2361105.0
T01248,P02054,A005,2024-05-10,1264364.0
T01249,P03019,A014,2023-07-08,2846326.0
T01250,P01328,A015,2024-04-20,4985556.0
T01251,P01471,A038,2024-04-09,9552443.0
T01252,P03329,A032,2024-05-15,2099161.0
T01253,P01357,A015,2024-08-01,6185520.0
T01254,P00740,A025,2023-07-05,3761036.0
T01255,P00475,A010,2024-06-25,3580953.0
T01256,P01448,A032,2023-05-30,7636792.0
T01257,P03585,A014,2024-04-02,3742577.0
T01258,P03372,A037,2023-08-14,2792951.0
T01259,P01594,A036,2024-05-12,3927604.0
T01260,P03488,A010,2024-12-08,9112393.0
T01261,P01290,A017,2023-07-19,5865311.0
T01262,P01139,A037,2024-05-15,9842246.0
T01263,P00631,A004,2024-09-09,746759.0
T01264,P02653,A027,2024-04-04,3024250.0
T01265,P02085,A021,2024-03-29,8452356.0
T01266,P01117,A023,2024-02-08,
T01267,P02513,A023,2024-03-24,6869984.0
T01268,P00163,A021,2024-04-17,2249148.0
T01269,P03650,A014,2024-11-12,5894580.0
T01270,P04090,A019,2024-02-13,2951941.0
T01271,P03134,A040,2023-11-30,3853218.0
T01272,P01753,A003,2024-07-23,1760541.0
T01273,P00121,A007,2024-06-30,6963142.0
T01274,P03557,A003,2024-01-11,4901551.0
T01275,P02410,A026,2024-01-29,9342956.0
T01276,P04327,A014,2024-11-09,3643361.0
T01277,P02968,A002,2025-01-04,1361224.0
T01278,P02613,A009,2024-11-09,1493665.0
T01279,P03931,A011,2023-05-24,9424180.0
T01280,P00798,A004,2023-04-18,9402349.0
T01281,P04137,A031,2024-03-07,7431424.0
T01282,P04952,A001,2024-04-18,4089225.0
T01283,P03096,A036,2024-08-27,10568429.0
T01284,P04381,A040,2024-11-30,6740789.0
T01285,P03169,A037,2023-03-05,7132384.0
T01286,P04962,A009,2024-06-04,8959108.0
T01287,P02579,A010,2023-10-22,11011529.0
T01288,P00875,A040,2024-11-13,9827586.0
T01289,P01494,A025,2023-09-01,2324851.0
T01290,P01286,A022,2024-02-25,8088933.0
T01291,P01460,A035,2024-04-09,1549690.0
T01292,P04772,A008,2024-05-27,7561205.0
T01293,P01031,A017,2025-03-03,3722093.0
T01294,P00675,A006,2024-09-18,8289588.0
T01295,P00199,A032,2024-05-26,4080784.0
T01296,P03055,A009,2024-10-10,3725162.0
T01297,P00100,A006,2023-08-06,4843105.0
T01298,P04015,A015,2025-05-14,8283542.0
T01299,P00256,A023,2024-10-29,2273362.0
T01300,P01487,A009,2024-02-19,10959689.0
T01301,P01511,A037,2024-12-23,5705397.0
T01302,P04739,A034,2025-01-11,3392739.0
T01303,P04783,A037,2024-02-09,5610827.0
T01304,P03393,A015,2024-08-04,3654439.0
T01305,P04507,A016,2023-12-26,3163847.0
T01306,P02388,A022,2024-11-04,4265890.0
T01307,P04355,A037,2024-03-17,4998745.0
T01308,P00476,A021,2024-10-30,5328327.0
T01309,P04542,A016,2023-04-06,4600367.0
T01310,P04191,A027,2024-10-02,2436893.0
T01311,P04176,A006,2024-03-19,
T01312,P00652,A040,2024-05-31,4507668.0
T01313,P03489,A028,2024-10-01,3588339.0
T01314,P00091,A018,2024-06-21,842350.0
T01315,P01730,A004,2023-04-20,5605700.0
T01316,P02187,A013,2024-04-17,1841858.0
T01317,P04576,A023,2024-08-23,8973014.0
T01318,P00786,A039,2024-10-06,12349478.0
T01319,P02277,A020,2024-12-09,4382389.0
T01320,P02605,A040,2023-12-03,4530985.0
T01321,P01009,A021,2025-01-28,9789550.0
T01322,P01461,A032,2023-07-26,7459865.0
T01323,P04709,A004,2024-07-21,8443474.0
T01324,P04925,A032,2023-06-24,3773988.0
T01325,P02435,A010,2023-12-27,2787783.0
T01326,P02216,A017,2024-09-06,3744347.0
T01327,P03589,A013,2024-10-04,8182718.0
T01328,P00059,A022,2023-05-10,3385764.0
T01329,P00463,A025,2023-06-27,5606281.0
T01330,P02315,A015,2024-05-20,3524048.0
T01331,P04703,A003,2023-12-20,6402274.0
T01332,P00530,A025,2024-10-15,6051138.0
T01333,P04543,A017,2024-03-30,901534.0
T01334,P01689,A034,2023-11-09,2529658.0
T01335,P04018,A028,2023-10-13,1651031.0
T01336,P03624,A015,2024-09-26,4147076.0
T01337,P02648,A003,2024-08-23,7321656.0
T01338,P00683,A022,2024-07-21,1778194.0
T01339,P00978,A032,2024-01-31,4585579.0
T01340,P01063,A031,2024-12-19,8669893.0
T01341,P04606,A014,2023-08-27,4401532.0
T01342,P04383,A009,2023-09-16,6285277.0
T01343,P01069,A003,2024-02-23,5529171.0
T01344,P04909,A025,2025-01-18,1268800.0
T01345,P04185,A011,2024-04-15,3031514.0
T01346,P01532,A032,2024-05-01,1779198.0
T01347,P02814,A024,2024-04-30,5218562.0
T01348,P02960,A003,2024-04-24,8611371.0
T01349,P03955,A028,2024-10-02,7330653.0
T01350,P04875,A011,2024-10-31,2456940.0
T01351,P00706,A035,2024-06-24,5134795.0
T01352,P01813,A002,2024-07-05,7365102.0
T01353,P03390,A015,2024-01-07,5564383.0
T01354,P03381,A001,2024-05-24,2284117.0
T01355,P04480,A026,2024-10-18,6318639.0
T01356,P02145,A020,2024-08-07,5735959.0
T01357,P04151,A022,2024-03-29,4132452.0
T01358,P03044,A029,2024-10-31,2518807.0
T01359,P01078,A036,2024-01-31,7356171.0
T01360,P03549,A016,2024-07-19,4632012.0
T01361,P03823,A023,2024-11-25,6485827.0
T01362,P02753,A025,2023-06-06,7167155.0
T01363,P02955,A036,2023-12-26,13556750.0
T01364,P00034,A008,2024-04-05,3823622.0
T01365,P03472,A021,2023-09-09,4535226.0
T01366,P02859,A034,2023-11-29,1079159.0
T01367,P01182,A012,2024-09-06,2175819.0
T01368,P00046,A015,2023-12-10,2864756.0
T01369,P04973,A018,2024-01-01,2462127.0
T01370,P04518,A029,2024-05-20,4754078.0
T01371,P03482,A027,2024-03-15,3971732.0
T01372,P00939,A006,2023-07-24,3547740.0
T01373,P00368,A009,2023-04-09,4519731.0
T01374,P02253,A033,2023-09-09,5005039.0
T01375,P01847,A027,2023-05-13,4389977.0
T01376,P02221,A021,2024-03-11,4340203.0
T01377,P01132,A017,2024-10-26,4320235.0
T01378,P00040,A039,2024-09-12,7170523.0
T01379,P04746,A036,2024-04-07,5592038.0
T01380,P04900,A017,2024-01-08,5638550.0
T01381,P02347,A015,2024-05-22,7580147.0
T01382,P01808,A035,2023-11-26,4758221.0
T01383,P01906,A014,2024-09-30,4923062.0
T01384,P04620,A017,2024-09-07,2779224.0
T01385,P01575,A037,2023-06-27,2547064.0
T01386,P04496,A005,2024-01-01,1669457.0
T01387,P03068,A029,2023-05-18,7658969.0
T01388,P00742,A028,2024-07-02,1688807.0
T01389,P01334,A016,2023-12-31,8774447.0
T01390,P02128,A008,2023-09-02,4622108.0
T01391,P02591,A035,2023-09-07,5259764.0
T01392,P02619,A032,2024-03-05,9327607.0
T01393,P01178,A035,2024-03-08,2631969.0
T01394,P00257,A014,2024-05-20,5868198.0
T01395,P03916,A039,2023-12-14,6358335.0
T01396,P04396,A031,2024-12-09,7065708.0
T01397,P01337,A010,2023-08-30,4306155.0
T01398,P00960,A020,2024-03-02,8921509.0
T01399,P04676,A013,2023-07-16,1973006.0
T01400,P02348,A022,2023-08-28,5319634.0
T01401,P03398,A008,2024-04-07,2013546.0
T01402,P00905,A030,2024-10-07,2324413.0
T01403,P03907,A019,2024-09-21,5193618.0
T01404,P03255,A027,2023-08-29,3359009.0
T01405,P03480,A026,2025-01-17,4758769.0
T01406,P03240,A027,2023-12-29,7180371.0
T01407,P03746,A031,2024-09-12,2606266.0
T01408,P04297,A027,2023-04-15,4758059.0
T01409,P03452,A021,2023-07-28,5206070.0
T01410,P00320,A024,2024-05-06,1492250.0
T01411,P00171,A026,2023-04-06,7775807.0
T01412,P00676,A033,2024-05-07,3558055.0
T01413,P00793,A020,2023-02-04,3327024.0
T01414,P03026,A013,2023-12-10,4535404.0
T01415,P03155,A011,2025-02-21,1701013.0
T01416,P02433,A008,2024-05-19,6833513.0
T01417,P02870,A025,2023-03-30,9011468.0
T01418,P01886,A030,2023-11-25,10151578.0
T01419,P00778,A013,2023-10-13,6554430.0
T01420,P02977,A022,2023-11-09,4201959.0
T01421,P02033,A015,2024-01-12,2012932.0
T01422,P01492,A037,2024-10-04,4811098.0
T01423,P02366,A037,2024-07-13,3900052.0
T01424,P03080,A039,2024-01-03,1454217.0
T01425,P04465,A035,2024-01-05,4626568.0
T01426,P02957,A035,2023-10-07,1169379.0
T01427,P02055,A023,2023-07-13,1231773.0
T01428,P01512,A022,2024-08-25,3789253.0
T01429,P03272,A013,2024-03-14,11214973.0
T01430,P02745,A031,2023-12-21,2671736.0
T01431,P02879,A013,2024-09-24,7152277.0
T01432,P04037,A014,2024-02-26,4780394.0
T01433,P04764,A038,2024-06-16,2189158.0
T01434,P03854,A001,2024-05-23,1724421.0
T01435,P01129,A005,2024-01-24,6890875.0
T01436,P00364,A032,2024-04-18,1596558.0
T01437,P01945,A028,2023-09-20,4808381.0
T01438,P00913,A032,2024-01-26,
T01439,P04885,A019,2024-06-05,4028843.0
T01440,P04382,A001,2023-02-27,2203272.0
T01441,P00361,A012,2023-10-20,8381476.0
T01442,P04083,A035,2024-10-06,2425183.0
T01443,P03118,A027,2024-02-22,5793994.0
T01444,P01467,A036,2023-07-27,9617673.0
T01445,P00539,A001,2024-01-12,2274409.0
T01446,P01246,A013,2025-02-08,6814435.0
T01447,P02317,A028,2024-08-31,4644871.0
T01448,P04594,A001,2023-03-24,6591638.0
T01449,P01659,A018,2023-08-26,1463322.0
T01450,P03051,A036,2024-03-18,1980497.0
T01451,P02227,A007,2023-12-25,2974777.0
T01452,P00991,A003,2023-11-27,3782114.0
T01453,P03732,A026,2023-12-04,3992252.0
T01454,P00222,A010,2023-10-24,4044142.0
T01455,P02119,A008,2025-04-08,6953610.0
T01456,P03103,A022,2024-07-26,8526793.0
T01457,P02632,A025,2023-06-22,6119941.0
T01458,P04674,A033,2023-07-06,7090654.0
T01459,P00970,A005,2024-10-27,3258513.0
T01460,P02152,A032,2024-09-17,2881210.0
T01461,P04444,A027,2023-07-22,3556672.0
T01462,P01654,A028,2024-03-18,1514935.0
T01463,P00032,A010,2023-09-25,1708424.0
T01464,P03724,A034,2024-11-12,4756254.0
T01465,P01102,A005,2024-07-13,12917242.0
T01466,P03581,A028,2024-10-13,3933059.0
T01467,P04406,A006,2023-09-17,5709476.0
T01468,P01746,A026,2023-10-10,8316072.0
T01469,P04189,A019,2023-10-09,7454371.0
T01470,P00412,A007,2023-11-05,1994925.0
T01471,P02464,A008,2023-03-12,4357299.0
T01472,P00167,A018,2024-04-28,5881393.0
T01473,P03815,A015,2024-03-07,5605047.0
T01474,P03798,A019,2024-09-10,4702394.0
T01475,P00961,A018,2024-02-18,10737170.0
T01476,P02328,A001,2023-08-18,6176584.0
T01477,P03695,A018,2024-09-12,4083598.0
T01478,P02484,A017,2025-01-19,6391324.0
T01479,P03968,A016,2023-06-25,6448430.0
T01480,P02210,A010,2023-09-07,5971666.0
T01481,P04871,A008,2023-12-11,4025883.0
T01482,P00260,A004,2024-01-29,2015124.0
T01483,P04748,A025,2024-09-04,1755594.0
T01484,P03397,A022,2024-08-11,9363274.0
T01485,P00498,A033,2024-08-22,6150927.0
T01486,P02990,A010,2024-09-21,6945549.0
T01487,P03814,A017,2023-09-16,1474183.0
T01488,P04089,A008,2024-05-08,3273049.0
T01489,P04155,A038,2023-12-02,3261467.0
T01490,P02514,A032,2024-11-14,5820749.0
T01491,P04960,A006,2023-06-24,4271390.0
T01492,P02282,A033,2024-05-01,4011403.0
T01493,P00068,A037,2024-11-27,7486722.0
T01494,P03707,A027,2023-08-10,5396782.0
T01495,P03748,A040,2023-04-10,3484296.0
T01496,P00254,A008,2024-02-23,9032157.0
T01497,P03291,A012,2024-04-16,8586778.0
T01498,P00158,A026,2023-07-23,3193458.0
T01499,P00962,A022,2025-02-21,2651851.0
T01500,P00896,A029,2023-08-24,2501725.0
T01501,P01536,A039,2023-11-12,5652559.0
T01502,P01509,A010,2024-04-09,5101658.0
T01503,P01892,A035,2024-09-05,5209939.0
T01504,P04805,A006,2023-12-27,4491188.0
T01505,P03523,A019,2023-07-15,1274890.0
T01506,P03766,A018,2025-01-15,3483219.0
T01507,P01446,A033,2024-09-17,4437461.0
T01508,P03345,A017,2025-01-16,6090919.0
T01509,P04787,A034,2024-06-21,4673054.0
T01510,P00511,A007,2024-05-08,1035105.0
T01511,P02052,A040,2025-02-11,1475752.0
T01512,P03783,A008,2023-08-03,7460108.0
T01513,P02365,A024,2023-07-25,1999490.0
T01514,P02069,A020,2025-01-14,1786397.0
T01515,P00300,A004,2024-11-07,7330526.0
T01516,P00339,A022,2024-05-14,3769893.0
T01517,P04282,A035,2024-06-21,2308611.0
T01518,P04999,A022,2023-08-24,4803165.0
T01519,P04726,A029,2024-01-16,3414784.0
T01520,P03481,A040,2025-03-26,2325127.0
T01521,P03693,A013,2023-04-13,6507883.0
T01522,P03470,A002,2023-07-14,3514404.0
T01523,P01282,A028,2024-07-30,1534084.0
T01524,P01885,A032,2024-06-24,3928937.0
T01525,P01279,A006,2024-05-22,6090639.0
T01526,P01517,A015,2024-09-01,
T01527,P03869,A015,2024-06-06,7925319.0
T01528,P01729,A031,2024-08-20,4465139.0
T01529,P02387,A036,2024-03-11,2732083.0
T01530,P02607,A030,2024-04-23,8615619.0
T01531,P01931,A012,2023-12-15,10196402.0
T01532,P01055,A025,2023-08-20,5557052.0
T01533,P00093,A011,2024-12-02,8771896.0
T01534,P01384,A026,2023-11-04,5268020.0
T01535,P04006,A039,2024-01-14,6148970.0
T01536,P00458,A027,2023-09-17,3136750.0
T01537,P00095,A032,2023-05-13,5444656.0
T01538,P01767,A030,2024-02-21,3695808.0
T01539,P02470,A020,2023-09-10,5027392.0
T01540,P01572,A006,2024-09-15,2992893.0
T01541,P00189,A040,2024-10-19,10126429.0
T01542,P04363,A015,2024-11-27,3422734.0
T01543,P02511,A036,2023-09-20,10485258.0
T01544,P03461,A034,2023-12-06,7132683.0
T01545,P01281,A028,2024-10-09,7001643.0
T01546,P04733,A022,2023-08-30,3486436.0
T01547,P03872,A011,2024-05-17,9214937.0
T01548,P02581,A006,2025-02-23,2213233.0
T01549,P01098,A035,2024-09-14,3288150.0
T01550,P03214,A039,2024-10-18,4508011.0
T01551,P00138,A027,2024-12-31,2377394.0
T01552,P02686,A040,2024-07-01,10187830.0
T01553,P04449,A009,2024-07-15,3614671.0
T01554,P00647,A021,2023-03-03,950688.0
T01555,P02680,A007,2023-11-02,11201945.0
T01556,P00832,A022,2023-07-14,1674585.0
T01557,P01003,A036,2023-09-08,5480853.0
T01558,P01852,A012,2024-09-23,756883.0
T01559,P02220,A017,2024-09-17,1926708.0
T01560,P03337,A021,2023-07-23,1650821.0
T01561,P02867,A019,2023-06-06,4227951.0
T01562,P01180,A039,2023-12-06,5569729.0
T01563,P00253,A018,2024-07-08,3818405.0
T01564,P00018,A011,2023-11-13,7295769.0
T01565,P04349,A014,2024-05-14,5127306.0
T01566,P02383,A013,2025-02-05,5917064.0
T01567,P03996,A013,2024-10-27,2836423.0
T01568,P02752,A036,2023-05-13,5752197.0
T01569,P04130,A021,2024-10-05,10196567.0
T01570,P01490,A016,2024-09-20,6478120.0
T01571,P00617,A006,2024-02-23,8917666.0
T01572,P01586,A039,2024-03-12,4536267.0
T01573,P02933,A007,2024-04-22,5935726.0
T01574,P00908,A014,2024-09-23,4137769.0
T01575,P04395,A028,2023-09-15,5624833.0
T01576,P02378,A001,2023-04-30,3448399.0
T01577,P03727,A013,2023-05-14,7578010.0
T01578,P03038,A039,2023-08-29,2774793.0
T01579,P02649,A001,2023-06-06,5313639.0
T01580,P04237,A010,2024-08-29,1229197.0
T01581,P01426,A004,2024-08-19,2115804.0
T01582,P02877,A028,2024-12-19,1409598.0
T01583,P03170,A001,2023-11-27,3260821.0
T01584,P04402,A002,,7918697.0
T01585,P04493,A019,2023-09-27,1928370.0
T01586,P04517,A030,2023-08-22,2897860.0
T01587,P01226,A037,2024-08-15,1694151.0
T01588,P00751,A009,2025-02-18,5940961.0
T01589,P03154,A023,2024-06-02,1522355.0
T01590,P02321,A033,2023-12-06,5005042.0
T01591,P02762,A030,2023-07-14,1725112.0
T01592,P01655,A039,2023-04-12,6286995.0
T01593,P04346,A004,2024-08-27,3554867.0
T01594,P04092,A002,2024-11-22,7324935.0
T01595,P01414,A028,2023-11-14,5228330.0
T01596,P02440,A015,2023-08-23,6984123.0
T01597,P01326,A030,2024-02-19,1099562.0
T01598,P02271,A029,2023-12-05,7121170.0
T01599,P04600,A018,2024-03-05,3477892.0
T01600,P03241,A040,2024-04-12,6859105.0
T01601,P04899,A036,2024-04-09,4805466.0
T01602,P02278,A015,2024-08-29,3065066.0
T01603,P01727,A001,2025-01-09,6967561.0
T01604,P03959,A040,2024-09-10,2558773.0
T01605,P04146,A039,2024-05-05,2402618.0
T01606,P00380,A036,2024-08-29,4998693.0
T01607,P02032,A003,2024-05-27,4153985.0
T01608,P03037,A029,2024-03-19,4203000.0
T01609,P04532,A039,2024-05-31,3782096.0
T01610,P03862,A016,2023-06-30,9974945.0
T01611,P03765,A031,2023-12-19,2640145.0
T01612,P01074,A022,2023-07-25,5132101.0
T01613,P03906,A019,2024-04-14,6354565.0
T01614,P01092,A029,2023-11-11,8942986.0
T01615,P01828,A024,2024-12-02,3150221.0
T01616,P03415,A028,2024-08-20,5599002.0
T01617,P01472,A009,2025-03-03,6382285.0
T01618,P01336,A012,2023-09-24,5679976.0
T01619,P02425,A026,2024-01-21,10297378.0
T01620,P03519,A023,2024-11-18,2417864.0
T01621,P00734,A016,2024-07-10,2435796.0
T01622,P02137,A034,2023-12-10,5124334.0
T01623,P04431,A014,2024-01-25,3919033.0
T01624,P04028,A020,2023-06-03,3075459.0
T01625,P02079,A013,2023-08-31,3152966.0
T01626,P04314,A023,2023-07-29,1643322.0
T01627,P04080,A023,2024-11-14,4700572.0
T01628,P04541,A014,2023-10-06,7108580.0
T01629,P01738,A031,2023-08-28,2111603.0
T01630,P02203,A007,2023-03-28,5721292.0
T01631,P01565,A031,2024-10-13,2354400.0
T01632,P01939,A003,2023-12-04,4968293.0
T01633,P01019,A011,2023-08-01,4029694.0
T01634,P02821,A017,2025-02-13,5398684.0
T01635,P00582,A017,2024-12-02,4393221.0
T01636,P03901,A026,2023-08-03,6665910.0
T01637,P00520,A038,2024-06-12,6519629.0
T01638,P04512,A031,2023-05-31,5948245.0
T01639,P04316,A022,2024-06-14,11739261.0
T01640,P02876,A004,2024-01-01,7204777.0
T01641,P04180,A040,2024-05-12,3623045.0
T01642,P02543,A013,2023-12-12,3245180.0
T01643,P02462,A025,2024-07-29,3286859.0
T01644,P03230,A033,2023-11-29,4625179.0
T01645,P00124,A028,2023-06-27,3973133.0
T01646,P01618,A005,2024-02-01,950592.0
T01647,P00490,A011,2024-04-11,1848307.0
T01648,P02891,A040,2023-08-23,6421765.0
T01649,P00710,A031,2024-03-25,5452887.0
T01650,P00621,A026,2024-03-16,7713955.0
T01651,P04898,A018,2024-08-26,11635730.0
T01652,P01635,A038,2023-06-28,8460455.0
T01653,P00104,A030,2025-01-25,6577152.0
T01654,P01720,A030,2023-08-29,9500997.0
T01655,P02130,A037,2025-01-14,1078548.0
T01656,P02429,A039,2024-12-21,1171743.0
T01657,P03411,A035,2024-02-21,2873114.0
T01658,P01224,A027,2024-09-26,9917569.0
T01659,P01314,A010,2024-12-19,2233464.0
T01660,P00899,A011,2024-02-23,4213580.0
T01661,P04472,A007,2024-01-21,1518980.0
T01662,P02205,A033,2024-10-04,3295250.0
T01663,P02335,A014,2024-09-29,3728915.0
T01664,P00105,A010,2024-02-21,4211012.0
T01665,P04916,A030,2024-10-17,4003263.0
T01666,P02900,A023,2023-09-20,1335152.0
T01667,P03428,A010,2024-01-22,2872519.0
T01668,P00007,A015,2023-08-20,5597408.0
T01669,P04165,A020,2025-02-14,8159932.0
T01670,P01341,A032,2024-11-09,5756287.0
T01671,P00031,A001,2023-10-02,7766982.0
T01672,P00880,A031,2023-08-28,4943380.0
T01673,P03960,A004,2024-07-21,3662681.0
T01674,P02545,A035,2025-04-15,8521534.0
T01675,P01401,A005,2024-02-11,1331388.0
T01676,P04874,A010,2023-10-20,3139459.0
T01677,P04612,A015,2024-04-04,1447742.0
T01678,P04477,A040,2024-07-09,3235805.0
T01679,P02195,A016,2024-03-02,4092299.0
T01680,P02303,A033,2024-02-15,8089500.0
T01681,P03706,A011,2023-12-02,5157612.0
T01682,P04912,A016,2024-08-21,5344825.0
T01683,P04047,A021,2023-12-22,837261.0
T01684,P02906,A006,2024-07-24,2871625.0
T01685,P01315,A002,2023-10-21,8029025.0
T01686,P04264,A014,2025-05-19,7587657.0
T01687,P02225,A032,2023-10-23,2816578.0
T01688,P01887,A005,2024-11-04,8443840.0
T01689,P02018,A033,2023-04-22,1387297.0
T01690,P04653,A025,2023-04-20,5598700.0
T01691,P04290,A011,2024-06-26,3990628.0
T01692,P02546,A005,2023-08-22,4767469.0
T01693,P04184,A023,2024-10-17,2459091.0
T01694,P02129,A018,2023-08-08,6564766.0
T01695,P03414,A005,2023-04-22,6932142.0
T01696,P02600,A027,2024-08-22,7250612.0
T01697,P04632,A034,2023-07-12,3912844.0
T01698,P02473,A019,2024-10-25,6656896.0
T01699,P00316,A019,2024-03-25,5943287.0
T01700,P02640,A036,2024-03-12,5096444.0
T01701,P00208,A016,2024-06-30,2335218.0
T01702,P03602,A010,2023-06-30,1969726.0
T01703,P03455,A034,2024-03-24,6285494.0
T01704,P04120,A021,2024-05-06,1162277.0
T01705,P02418,A038,2024-02-27,11162797.0
T01706,P04945,A037,2023-05-06,10654932.0
T01707,P01816,A033,2023-10-18,2428383.0
T01708,P01185,A015,2024-07-31,6371961.0
T01709,P04995,A029,2023-10-05,2424034.0
T01710,P03002,A019,2023-04-26,1720825.0
T01711,P02118,A031,2025-03-26,3346870.0
T01712,P00015,A038,2023-06-05,4963128.0
T01713,P04795,A030,2023-12-10,4929542.0
T01714,P04038,A020,2024-11-29,2798412.0
T01715,P00713,A040,2023-06-08,5098747.0
T01716,P03975,A035,2023-09-11,6303468.0
T01717,P00283,A010,2024-06-24,6691576.0
T01718,P01407,A038,2024-09-05,2111648.0
T01719,P03639,A020,2023-12-21,2915884.0
T01720,P00611,A011,2024-05-24,3849575.0
T01721,P02691,A012,2024-09-07,5488904.0
T01722,P01391,A032,2024-04-15,1018697.0
T01723,P04302,A016,2024-09-18,1686755.0
T01724,P00702,A027,2024-08-24,3972689.0
T01725,P01390,A018,2024-10-26,7535284.0
T01726,P01496,A040,2024-03-01,1497050.0
T01727,P00261,A006,2024-11-09,2314093.0
T01728,P03079,A024,2024-06-09,6127471.0
T01729,P02697,A015,2023-08-25,2358753.0
T01730,P04530,A032,2024-10-04,3239387.0
T01731,P02089,A038,2023-12-08,7209526.0
T01732,P01762,A014,2025-01-06,6436626.0
T01733,P01468,A037,2024-07-26,1714103.0
T01734,P04486,A025,2024-12-19,4384060.0
T01735,P04519,A003,2024-12-02,8509865.0
T01736,P02465,A032,2023-04-06,2384021.0
T01737,P01733,A023,2023-05-14,6328158.0
T01738,P03266,A039,2024-02-23,
T01739,P00816,A019,2024-01-30,3318609.0
T01740,P01731,A011,2023-12-14,4219628.0
T01741,P00299,A007,2023-09-08,2717520.0
T01742,P01127,A004,2024-01-22,2794822.0
T01743,P02629,A029,2023-11-25,4520405.0
T01744,P03491,A040,2023-07-18,7596378.0
T01745,P03656,A026,2025-02-18,2016471.0
T01746,P01429,A025,2023-09-04,7904064.0
T01747,P03888,A002,2024-08-08,1569019.0
T01748,P02822,A001,2024-03-11,3316481.0
T01749,P01498,A020,2024-12-09,5914342.0
T01750,P00061,A021,2024-04-17,4653069.0
T01751,P00929,A018,2025-03-28,4107331.0
