property_id,listed_date,asking_price
P01646,2023-11-06,2025078.0
P01647,2023-07-19,2485571.0
P01648,2023-08-01,3955858.0
P01649,2024-02-20,7613519.0
P01650,2024-03-05,6332281.0
P01651,2023-11-01,4438666.0
P01652,2023-06-08,4258339.0
P01653,2023-09-20,5436384.0
P01654,2023-07-29,1674760.0
P01655,2023-03-04,6696225.0
P01656,2023-09-17,2544857.0
P01657,2024-06-26,1525071.0
P01658,2024-01-28,2291511.0
P01659,2023-03-27,1551558.0
P01660,2024-06-28,6994290.0
P01661,2023-05-17,3194057.0
P01662,2023-12-29,8108543.0
P01663,2024-04-08,3448917.0
P01664,2024-05-04,3178919.0
P01665,2023-07-07,1750677.0
P01666,2024-01-11,5995861.0
P01667,2023-08-12,11015651.0
P01668,2023-03-08,3149622.0
P01669,2023-12-30,2909976.0
P01670,2023-10-24,3932033.0
P01671,2023-10-28,3649276.0
P01672,2024-03-16,3463619.0
P01673,2024-03-28,5583793.0
P01674,2023-04-25,6524643.0
P01675,2023-07-09,4309253.0
P01676,2024-07-30,5746343.0
P01677,2024-01-15,3850379.0
P01678,2023-09-24,6080741.0
P01679,2024-09-13,3714146.0
P01680,2024-03-04,1714617.0
P01681,2024-06-26,2479702.0
P01682,2023-10-28,2756454.0
P01683,2023-04-15,4898931.0
P01684,2024-04-12,1788524.0
P01685,2024-06-05,6559868.0
P01686,2024-01-09,8924445.0
P01687,2023-10-04,8994083.0
P01688,2023-03-20,2615207.0
P01689,2023-06-07,2746461.0
P01690,2024-08-13,5241926.0
P01691,2023-04-18,9042424.0
P01692,2024-02-26,5228578.0
P01693,2024-02-28,3638501.0
P01694,2023-10-29,5144085.0
P01695,2024-09-28,7009646.0
P01696,2024-03-08,8087161.0
P01697,2024-09-09,5593561.0
P01698,2023-06-16,1506260.0
P01699,2024-04-18,6895312.0
P01700,2024-05-06,5195658.0
P01701,2024-08-10,2183324.0
P01702,2023-09-20,2417003.0
P01703,2023-08-01,2803204.0
P01704,2024-05-29,4684853.0
P01705,2024-04-04,4429198.0
P01706,2023-06-25,4614266.0
P01707,2023-07-14,8971584.0
P01708,2024-05-19,1517686.0
P01709,2023-12-30,2157606.0
P01710,2024-08-02,4626739.0
P01711,2024-02-07,4234076.0
P01712,2024-09-18,1665796.0
P01713,2023-07-29,7821590.0
P01714,2024-05-11,1478148.0
P01715,2023-05-02,7884878.0
P01716,2024-03-25,8662962.0
P01717,2023-09-24,8811151.0
P01718,2023-11-29,4055607.0
P01719,2024-05-31,2629354.0
P01720,2023-03-09,10051175.0
P01721,2023-05-23,7198589.0
P01722,2023-12-24,5948688.0
P01723,2023-09-22,2350209.0
P01724,2023-12-26,3788509.0
P01725,2023-10-03,4235242.0
P01726,2023-02-11,2062369.0
P01727,2024-08-21,7278585.0
P01728,2024-03-17,1721456.0
P01729,2024-01-25,4999795.0
P01730,2023-04-06,5578774.0
P01731,2023-05-07,4022360.0
P01732,2024-01-17,2028542.0
P01733,2023-02-03,6637705.0
P01734,2023-10-30,5022469.0
P01735,2024-07-22,4654951.0
P01736,2024-07-13,2964619.0
P01737,2023-11-25,7984261.0
P01738,2023-05-29,2376068.0
P01739,2023-02-17,3807684.0
P01740,2023-04-20,7110661.0
P01741,2023-06-29,6580952.0
P01742,2023-12-19,7540358.0
P01743,2024-04-08,7449921.0
P01744,2023-10-22,4354214.0
P01745,2024-06-12,4665379.0
P01746,2023-04-14,8443928.0
P01747,2023-09-28,2965632.0
P01748,2024-01-28,2045609.0
P01749,2023-02-04,3938924.0
P01750,2024-08-01,3999602.0
P01751,2024-09-27,5599525.0
P01752,2024-04-18,1541168.0
P01753,2024-03-25,1862571.0
P01754,2023-05-14,9843062.0
P01755,2023-04-27,9334293.0
P01756,2023-06-02,3936775.0
P01757,2023-03-28,4359182.0
P01758,2023-12-23,6010024.0
P01759,2024-09-03,5665664.0
P01760,2024-03-08,1964083.0
P01761,2024-07-17,3490768.0
P01762,2024-09-17,6272302.0
P01763,2024-02-28,8586565.0
P01764,2023-03-08,8762691.0
P01765,2024-08-17,4462767.0
P01766,2023-12-16,11781534.0
P01767,2023-12-16,3693843.0
P01768,2024-09-22,1786750.0
P01769,2024-03-13,2117053.0
P01770,2023-03-12,7344914.0
P01771,2024-05-03,6797666.0
P01772,2024-09-13,1891824.0
P01773,2023-06-01,9007377.0
P01774,2023-10-23,2757306.0
P01775,2023-03-08,4169749.0
P01776,2024-04-03,3024908.0
P01777,2023-04-02,2234584.0
P01778,2023-09-29,2548458.0
P01779,2024-02-20,3772353.0
P01780,2024-06-21,3546112.0
P01781,2023-07-24,1599349.0
P01782,2024-08-03,2079431.0
P01783,2023-01-16,4215763.0
P01784,2023-04-17,6090256.0
P01785,2023-03-17,6008443.0
P01786,2024-04-22,8121493.0
P01787,2023-08-20,11645540.0
P01788,2023-01-14,6178284.0
P01789,2024-05-18,3860046.0
P01790,2023-06-26,5221875.0
P01791,2024-03-11,6327594.0
P01792,2023-12-19,7977484.0
P01793,2023-03-13,10608107.0
P01794,2024-01-21,2822660.0
P01795,2024-07-04,5332078.0
P01796,2023-08-22,6230692.0
P01797,2024-06-16,8500996.0
P01798,2023-06-30,2309580.0
P01799,2023-04-20,4681832.0
P01800,2023-06-03,2994626.0
P01801,2024-02-20,3236488.0
P01802,2023-03-25,1234846.0
P01803,2023-12-14,5793569.0
P01804,2023-06-16,7368596.0
P01805,2023-04-04,4585429.0
P01806,2024-06-08,2453608.0
P01807,2023-12-12,8631014.0
P01808,2023-07-03,4798853.0
P01809,2024-02-13,13398188.0
P01810,2024-08-03,2031815.0
P01811,2023-06-30,2804153.0
P01812,2023-06-06,3046716.0
P01813,2024-03-12,7175676.0
P01814,2023-11-11,4262860.0
P01815,2024-03-06,10146006.0
P01816,2023-04-18,2437482.0
P01817,2024-08-19,6311442.0
P01818,2023-01-11,2877366.0
P01819,2023-06-24,1876332.0
P01820,2024-02-04,6708961.0
P01821,2023-11-29,5048381.0
P01822,2023-08-04,7638813.0
P01823,2024-09-16,2890194.0
P01824,2023-08-09,2116681.0
P01825,2024-03-09,4082267.0
P01826,2023-09-18,7736164.0
P01827,2023-10-09,4163043.0
P01828,2024-05-11,3529874.0
P01829,2023-08-15,8325040.0
P01830,2023-09-13,1181543.0
P01831,2024-05-14,1454377.0
P01832,2023-02-25,3574532.0
P01833,2023-10-04,8282151.0
P01834,2023-06-28,5922372.0
P01835,2023-11-05,1536507.0
P01836,2024-01-04,3867300.0
P01837,2023-10-02,8173555.0
P01838,2024-09-26,7661809.0
P01839,2024-08-06,1970293.0
P01840,2023-04-02,3588359.0
P01841,2024-02-16,1914496.0
P01842,2023-07-26,7262943.0
P01843,2024-04-01,1573388.0
P01844,2023-11-07,2465031.0
P01845,2024-09-01,2995883.0
P01846,2024-08-26,3566897.0
P01847,2023-02-06,4666095.0
P01848,2023-03-11,8306486.0
P01849,2023-01-15,3195393.0
P01850,2024-05-22,4895597.0
P01851,2023-05-27,3554673.0
P01852,2024-04-06,876057.0
P01853,2023-08-01,9597472.0
P01854,2023-07-15,5398964.0
P01855,2024-01-22,6435371.0
P01856,2023-12-28,9621635.0
P01857,2024-01-03,2702005.0
P01858,2024-04-15,9547864.0
P01859,2023-04-20,6195966.0
P01860,2024-01-14,3125702.0
P01861,2023-07-02,7403024.0
P01862,2023-04-09,4359560.0
P01863,2023-07-29,4932785.0
P01864,2023-05-03,5680637.0
P01865,2023-07-26,9884308.0
P01866,2023-01-16,1644409.0
P01867,2024-04-21,1416377.0
P01868,2023-08-11,6678757.0
P01869,2024-02-26,7252982.0
P01870,2024-04-23,5787691.0
P01871,2024-06-07,2613344.0
P01872,2023-02-19,4104297.0
P01873,2023-11-23,2847604.0
P01874,2023-09-24,10766989.0
P01875,2023-08-12,8712124.0
P01876,2024-05-30,5528707.0
P01877,2023-02-13,7607721.0
P01878,2023-07-18,9231162.0
P01879,2024-05-22,5816163.0
P01880,2023-09-10,2863995.0
P01881,2023-02-17,6047864.0
P01882,2023-04-21,1690964.0
P01883,2023-07-12,4494780.0
P01884,2023-06-08,6322373.0
P01885,2024-03-03,4602923.0
P01886,2023-04-20,9688877.0
P01887,2024-05-03,8716924.0
P01888,2023-07-19,2649689.0
P01889,2023-02-13,6612493.0
P01890,2023-01-08,2860596.0
P01891,2024-01-24,5421302.0
P01892,2024-04-14,5946757.0
P01893,2023-03-29,5365260.0
P01894,2023-07-17,5518202.0
P01895,2024-04-28,2847627.0
P01896,2024-07-08,5253918.0
P01897,2024-04-11,6543489.0
P01898,2024-01-30,5830729.0
P01899,2024-04-23,1467295.0
P01900,2023-07-09,4262702.0
P01901,2023-02-10,6390376.0
P01902,2023-12-27,5248747.0
P01903,2023-12-24,12617966.0
P01904,2024-05-28,12112510.0
P01905,2023-06-03,2517868.0
P01906,2024-07-22,5618253.0
P01907,2023-11-13,4289746.0
P01908,2023-10-10,4836510.0
P01909,2024-09-24,5815218.0
P01910,2023-12-14,6984213.0
P01911,2023-02-27,1823246.0
P01912,2023-06-12,3034266.0
P01913,2024-01-15,7529205.0
P01914,2023-05-28,5029331.0
P01915,2023-04-16,3915549.0
P01916,2023-07-09,2512748.0
P01917,2023-11-22,4857522.0
P01918,2023-03-01,920714.0
P01919,2023-11-29,1343855.0
P01920,2024-04-09,6986985.0
P01921,2023-10-19,3893452.0
P01922,2024-03-19,9863331.0
P01923,2024-02-13,9730311.0
P01924,2023-11-14,6951312.0
P01925,2024-09-14,3240497.0
P01926,2024-01-26,9891971.0
P01927,2024-05-29,1836617.0
P01928,2024-02-14,5206026.0
P01929,2024-09-04,3443615.0
P01930,2023-10-03,9145843.0
P01931,2023-05-02,10151266.0
P01932,2023-04-27,7168152.0
P01933,2024-09-26,7283995.0
P01934,2024-05-25,1200400.0
P01935,2023-07-14,3601113.0
P01936,2023-10-14,3759829.0
P01937,2023-01-22,6786137.0
P01938,2024-08-31,2560330.0
P01939,2023-10-06,5397980.0
P01940,2023-09-03,2051483.0
P01941,2023-06-07,11302671.0
P01942,2023-02-22,2812319.0
P01943,2024-05-01,3856582.0
P01944,2023-05-23,8322221.0
P01945,2023-02-25,5144612.0
P01946,2024-09-17,7219651.0
P01947,2023-12-17,5414946.0
P01948,2023-02-19,6800664.0
P01949,2023-07-04,6974072.0
P01950,2023-12-20,9412804.0
P01951,2023-05-13,3013162.0
P01952,2024-09-24,8965513.0
P01953,2024-07-13,5132285.0
P01954,2024-07-19,2627731.0
P01955,2023-11-26,8695058.0
P01956,2024-09-23,5218372.0
P01957,2023-07-27,2643178.0
P01958,2023-12-21,12443894.0
P01959,2024-04-21,2625494.0
P01960,2023-11-19,9257803.0
P01961,2024-06-29,9126740.0
P01962,2023-03-08,2246992.0
P01963,2023-10-10,5798574.0
P01964,2024-06-14,2387240.0
P01965,2023-04-27,5186728.0
P01966,2023-09-04,7708133.0
P01967,2024-09-27,3009875.0
P01968,2024-01-28,3595736.0
P01969,2023-08-18,3946080.0
P01970,2023-08-21,3007916.0
P01971,2023-05-12,1148770.0
P01972,2024-04-14,3607304.0
P01973,2023-03-08,4906681.0
P01974,2023-05-13,2339946.0
P01975,2023-03-21,2162879.0
P01976,2024-04-26,1783794.0
P01977,2024-08-25,5721197.0
P01978,2023-02-25,10035976.0
P01979,2024-08-27,5503739.0
P01980,2024-08-08,9529142.0
P01981,2023-11-21,3213641.0
P01982,2023-01-24,9568331.0
P01983,2024-03-18,2691525.0
P01984,2023-12-02,4448889.0
P01985,2024-06-16,5698851.0
P01986,2023-07-08,3469626.0
P01987,2023-12-23,7814762.0
P01988,2024-07-23,6150248.0
P01989,2024-03-02,6040344.0
P01990,2024-02-17,5369640.0
P01991,2024-09-09,8920307.0
P01992,2023-11-09,1060112.0
P01993,2023-04-21,4135861.0
P01994,2024-09-15,8259614.0
P01995,2023-03-30,4271836.0
P01996,2023-12-19,10265205.0
P01997,2024-04-26,8314201.0
P01998,2024-05-17,5422839.0
P01999,2024-03-25,3582627.0
P02000,2023-04-29,5829242.0
P02001,2023-01-25,6974464.0
P02002,2023-07-13,3926859.0
P02003,2024-09-13,6487827.0
P02004,2024-03-13,1527685.0
P02005,2023-09-18,3601090.0
P02006,2023-11-12,1762418.0
P02007,2023-08-02,5617124.0
P02008,2024-07-24,3209345.0
P02009,2023-10-17,6022076.0
P02010,2024-06-18,3986293.0
P02011,2023-02-02,1252289.0
P02012,2023-11-08,5968611.0
P02013,2024-01-21,2453281.0
P02014,2024-03-02,4337429.0
P02015,2023-01-16,4622376.0
P02016,2024-02-16,3266222.0
P02017,2024-06-20,2039696.0
P02018,2023-02-28,1596104.0
P02019,2023-07-31,2907698.0
P02020,2023-09-29,1370516.0
P02021,2023-06-12,12053143.0
P02022,2023-10-09,1775532.0
P02023,2024-07-24,7545364.0
P02024,2024-07-27,7880425.0
P02025,2024-01-20,4402380.0
P02026,2024-07-19,7239126.0
P02027,2024-06-04,3131504.0
P02028,2023-02-06,8361711.0
P02029,2023-09-05,7942307.0
P02030,2024-06-24,3511248.0
P02031,2023-10-10,8983673.0
P02032,2024-01-26,4379134.0
P02033,2023-09-21,2015592.0
P02034,2023-01-11,2246850.0
P02035,2023-12-28,6707506.0
P02036,2023-09-01,3405589.0
P02037,2024-05-09,6164491.0
P02038,2024-07-21,3334904.0
P02039,2023-03-08,7129372.0
P02040,2023-08-17,10028990.0
P02041,2023-09-08,2311926.0
P02042,2024-03-08,3240845.0
P02043,2023-09-11,5074934.0
P02044,2023-12-28,2646178.0
P02045,2024-08-03,892984.0
P02046,2024-01-12,4032739.0
P02047,2023-03-04,4911141.0
P02048,2023-11-04,2169588.0
P02049,2024-07-20,4392176.0
P02050,2023-11-05,11200125.0
P02051,2024-09-20,1872548.0
P02052,2024-07-30,1423711.0
P02053,2023-06-18,4665249.0
P02054,2023-09-22,1286037.0
P02055,2023-04-29,1259670.0
P02056,2023-05-03,3073439.0
P02057,2023-08-23,2882551.0
P02058,2023-09-26,7655277.0
P02059,2023-08-12,1215849.0
P02060,2024-04-13,4992355.0
P02061,2023-04-08,9947620.0
P02062,2023-10-31,7276229.0
P02063,2024-07-21,4633857.0
P02064,2024-04-12,2579283.0
P02065,2023-05-11,5028925.0
P02066,2023-06-03,2431614.0
P02067,2024-08-14,1695905.0
P02068,2024-01-08,6167463.0
P02069,2024-07-16,1794608.0
P02070,2024-07-06,2201867.0
P02071,2023-10-10,3467344.0
P02072,2023-12-05,1447193.0
P02073,2023-08-24,1506175.0
P02074,2024-02-11,6189759.0
P02075,2024-02-20,6651378.0
P02076,2024-03-09,1955177.0
P02077,2024-07-04,9469308.0
P02078,2024-04-17,1384620.0
P02079,2023-03-07,3289228.0
P02080,2023-08-12,4019189.0
P02081,2023-12-31,6188759.0
P02082,2024-07-06,6535918.0
P02083,2023-09-23,1874768.0
P02084,2024-06-09,3068367.0
P02085,2023-09-07,9805210.0
P02086,2023-04-04,6070248.0
P02087,2023-10-31,1490251.0
P02088,2023-04-06,5607736.0
P02089,2023-09-18,7491758.0
P02090,2023-06-04,1825591.0
P02091,2023-01-17,1820561.0
P02092,2024-02-28,2668048.0
P02093,2024-04-19,1673787.0
P02094,2023-03-26,6359975.0
P02095,2024-01-09,1686205.0
P02096,2023-11-17,6402294.0
P02097,2023-03-29,1856318.0
P02098,2024-01-24,6560514.0
P02099,2023-06-16,3958561.0
P02100,2024-06-09,5415460.0
P02101,2024-01-26,5128219.0
P02102,2023-03-13,1601142.0
P02103,2023-11-28,1605025.0
P02104,2023-03-16,3794452.0
P02105,2024-04-07,1566868.0
P02106,2023-07-10,5577146.0
P02107,2023-11-09,3711079.0
P02108,2024-03-20,3014985.0
P02109,2024-06-23,6036263.0
P02110,2023-11-24,6504796.0
P02111,2023-02-19,9192168.0
P02112,2023-06-15,2204127.0
P02113,2024-01-27,4388647.0
P02114,2023-01-27,4652334.0
P02115,2023-08-26,2909765.0
P02116,2023-07-26,10641468.0
P02117,2023-07-16,6559503.0
P02118,2024-09-01,3591194.0
P02119,2024-08-25,6628420.0
P02120,2024-07-27,6006674.0
P02121,2024-07-05,3939247.0
P02122,2023-04-28,7192412.0
P02123,2023-09-09,1494960.0
P02124,2023-02-06,1222436.0
P02125,2024-05-24,1211142.0
P02126,2024-07-08,3879605.0
P02127,2023-01-19,11814858.0
P02128,2023-04-19,5266715.0
P02129,2023-04-18,6316133.0
P02130,2024-08-16,1207995.0
P02131,2024-05-20,4675235.0
P02132,2023-06-27,4785555.0
P02133,2023-01-30,4669035.0
P02134,2023-09-21,3108277.0
P02135,2024-01-09,2098463.0
P02136,2023-01-29,12332688.0
P02137,2023-10-27,5641573.0
P02138,2023-12-10,3644916.0
P02139,2024-09-18,1635136.0
P02140,2023-05-01,4659534.0
P02141,2023-04-28,5216961.0
P02142,2023-10-03,3515319.0
P02143,2023-07-24,5100620.0
P02144,2024-08-10,2313056.0
P02145,2024-05-17,6396925.0
P02146,2023-06-11,9405475.0
P02147,2023-08-02,4666248.0
P02148,2024-02-10,1057026.0
P02149,2024-07-10,3842809.0
P02150,2023-05-10,1192172.0
P02151,2023-07-09,6808390.0
P02152,2024-01-25,2840928.0
P02153,2024-07-03,1207741.0
P02154,2023-07-04,7670536.0
P02155,2023-10-26,1770183.0
P02156,2024-03-11,4155140.0
P02157,2023-09-29,8722447.0
P02158,2024-05-07,1269750.0
P02159,2023-11-26,3277848.0
P02160,2024-07-16,3286731.0
P02161,2024-01-24,5451123.0
P02162,2024-08-09,3792015.0
P02163,2024-07-03,7467353.0
P02164,2023-06-04,1381868.0
P02165,2024-07-27,8363986.0
P02166,2023-03-24,3734612.0
P02167,2023-06-30,1617194.0
P02168,2023-02-01,1902192.0
P02169,2023-03-08,1504944.0
P02170,2024-04-05,2840261.0
P02171,2023-03-12,5306971.0
P02172,2023-04-30,8009885.0
P02173,2023-09-18,5006748.0
P02174,2024-05-26,5190321.0
P02175,2024-06-02,3613043.0
P02176,2024-09-08,3506350.0
P02177,2023-02-05,2573476.0
P02178,2023-04-05,3378029.0
P02179,2023-09-12,5733951.0
P02180,2023-07-01,2971750.0
P02181,2023-03-04,3291235.0
P02182,2023-12-01,8238503.0
P02183,2023-10-27,3956442.0
P02184,2023-10-03,3034153.0
P02185,2023-01-15,9665716.0
P02186,2023-09-30,2277814.0
P02187,2023-10-20,1782467.0
P02188,2023-05-19,6441806.0
P02189,2024-05-22,6602129.0
P02190,2024-07-22,2926846.0
P02191,2024-08-16,8344278.0
P02192,2024-03-11,2688060.0
P02193,2024-03-07,6266653.0
P02194,2023-04-09,1506828.0
P02195,2023-09-09,4343031.0
P02196,2023-01-03,6422039.0
P02197,2023-12-24,2534150.0
P02198,2024-05-02,4559437.0
P02199,2024-03-03,4497359.0
P02200,2023-01-11,7551097.0
P02201,2023-12-22,3900560.0
P02202,2024-07-16,6586032.0
P02203,2023-03-07,5563641.0
P02204,2023-06-09,3689572.0
P02205,2024-08-17,3849370.0
P02206,2023-12-18,8182910.0
P02207,2024-05-08,6216522.0
P02208,2023-12-02,9656699.0
P02209,2024-07-25,5516335.0
P02210,2023-07-03,6957968.0
P02211,2024-04-20,2738961.0
P02212,2023-10-02,4774367.0
P02213,2024-01-04,2942440.0
P02214,2024-03-14,4418745.0
P02215,2023-04-21,8422680.0
P02216,2024-07-08,4145404.0
P02217,2024-04-09,6583798.0
P02218,2023-09-19,6474528.0
P02219,2024-01-14,2523026.0
P02220,2024-02-29,2263490.0
P02221,2023-10-18,4610161.0
P02222,2024-02-10,4747339.0
P02223,2023-12-23,6312635.0
P02224,2024-05-13,798447.0
P02225,2023-05-29,2823416.0
P02226,2023-01-03,715863.0
P02227,2023-09-16,2957870.0
P02228,2024-06-10,7551679.0
P02229,2023-03-21,1637313.0
P02230,2024-07-04,4086220.0
P02231,2023-09-19,954495.0
P02232,2023-05-14,5353383.0
P02233,2023-10-26,5808664.0
P02234,2024-06-02,2583920.0
P02235,2024-07-02,3616695.0
P02236,2024-01-27,5803962.0
P02237,2023-12-03,2788223.0
P02238,2024-05-30,6054026.0
P02239,2024-08-03,5321297.0
P02240,2024-05-23,5962855.0
P02241,2024-09-10,5261505.0
P02242,2024-06-15,6629642.0
P02243,2023-02-01,7680682.0
P02244,2023-01-13,5103131.0
P02245,2024-01-17,6728479.0
P02246,2024-09-03,4793376.0
P02247,2023-07-11,2107090.0
P02248,2024-09-09,4853840.0
P02249,2024-06-27,9400235.0
P02250,2023-03-31,6757033.0
P02251,2023-11-12,4395398.0
P02252,2023-05-22,3454945.0
P02253,2023-02-19,5238136.0
P02254,2024-03-17,2808176.0
P02255,2023-05-18,6859871.0
P02256,2023-12-24,4578838.0
P02257,2024-03-06,8488677.0
P02258,2023-10-04,4859690.0
P02259,2023-02-20,1572898.0
P02260,2023-02-14,11756640.0
P02261,2023-08-31,3912995.0
P02262,2023-01-28,6687738.0
P02263,2024-07-10,3610453.0
P02264,2023-04-17,3344697.0
P02265,2023-01-19,9031713.0
P02266,2023-03-31,5008967.0
P02267,2024-03-20,11297227.0
P02268,2024-01-12,2749354.0
P02269,2024-03-07,1832871.0
P02270,2023-08-10,929048.0
P02271,2023-07-24,7082879.0
P02272,2024-03-05,4485313.0
P02273,2023-03-14,4792957.0
P02274,2023-09-09,11862598.0
P02275,2023-03-07,8599754.0
P02276,2023-09-28,4166446.0
P02277,2024-09-11,4566827.0
P02278,2024-06-27,2972403.0
P02279,2024-03-08,1854905.0
P02280,2024-02-25,6986098.0
P02281,2023-08-29,1729261.0
P02282,2024-03-26,4569781.0
P02283,2024-06-16,1748194.0
P02284,2023-12-24,4887310.0
P02285,2023-03-08,6828188.0
P02286,2024-03-19,6943924.0
P02287,2023-03-23,8846145.0
P02288,2023-07-26,4398861.0
P02289,2023-05-07,1689619.0
P02290,2023-02-02,9754067.0
P02291,2024-05-02,3136363.0
P02292,2024-02-17,2506493.0
P02293,2023-09-19,8081444.0
P02294,2023-09-01,2102732.0
P02295,2024-02-15,4269628.0
P02296,2023-12-06,6244523.0
P02297,2023-05-29,9872053.0
P02298,2023-11-04,1656361.0
P02299,2024-05-11,3081993.0
P02300,2023-12-19,3824585.0
P02301,2024-05-27,6842558.0
P02302,2023-11-21,6680362.0
P02303,2023-09-22,7937275.0
P02304,2024-04-19,2442453.0
P02305,2023-05-14,10795790.0
P02306,2024-02-05,6044414.0
P02307,2024-02-07,6624628.0
P02308,2023-06-26,10566779.0
P02309,2023-06-13,1418073.0
P02310,2023-02-23,4345622.0
P02311,2023-04-05,5655327.0
P02312,2023-03-03,5735592.0
P02313,2024-01-29,4907289.0
P02314,2023-03-19,4034521.0
P02315,2023-11-24,3390206.0
P02316,2023-03-13,2419404.0
P02317,2024-05-15,5024046.0
P02318,2024-03-08,3507037.0
P02319,2023-07-06,9379678.0
P02320,2024-04-14,6695352.0
P02321,2023-05-24,5047198.0
P02322,2024-02-10,2828129.0
P02323,2024-02-14,2196168.0
P02324,2023-10-06,3302511.0
P02325,2024-03-23,6713370.0
P02326,2024-08-28,1684359.0
P02327,2023-09-22,3163978.0
P02328,2023-07-01,5964110.0
P02329,2023-10-10,4174878.0
P02330,2023-12-29,2018272.0
P02331,2023-03-20,5676035.0
P02332,2024-09-05,7539129.0
P02333,2023-10-27,3171178.0
P02334,2024-09-07,4109657.0
P02335,2024-09-06,3978038.0
P02336,2023-02-10,5685660.0
P02337,2023-03-14,5572519.0
P02338,2023-04-26,3478174.0
P02339,2023-12-29,3275518.0
P02340,2023-08-15,1438527.0
P02341,2023-01-12,5713974.0
P02342,2023-07-27,6599267.0
P02343,2024-06-22,2885142.0
P02344,2024-05-01,3829626.0
P02345,2024-06-23,3722009.0
P02346,2023-12-29,3557391.0
P02347,2024-03-20,7227594.0
P02348,2023-02-21,5096539.0
P02349,2024-04-30,4692463.0
P02350,2023-10-16,6095553.0
P02351,2023-01-03,7612769.0
P02352,2023-02-20,3414516.0
P02353,2023-07-16,2208423.0
P02354,2023-08-27,5020545.0
P02355,2023-05-14,1261693.0
P02356,2024-05-06,1819431.0
P02357,2023-10-13,6251701.0
P02358,2023-06-15,4383748.0
P02359,2024-03-06,5533411.0
P02360,2024-05-12,3302739.0
P02361,2023-11-16,7663824.0
P02362,2024-04-23,3828939.0
P02363,2024-06-29,3017476.0
P02364,2023-02-20,2585824.0
P02365,2023-03-19,1920437.0
P02366,2024-04-11,4182971.0
P02367,2023-12-18,3700805.0
P02368,2023-06-03,5913354.0
P02369,2023-01-20,3406166.0
P02370,2024-09-02,10414130.0
P02371,2023-03-01,5670611.0
P02372,2023-10-23,5604628.0
P02373,2023-05-22,5101101.0
P02374,2023-09-10,8473405.0
P02375,2024-04-04,3978518.0
P02376,2023-11-22,3186479.0
P02377,2023-01-27,5981172.0
P02378,2023-02-25,3535777.0
P02379,2024-08-26,1423004.0
P02380,2023-06-10,2202136.0
P02381,2023-10-01,5295754.0
P02382,2024-05-16,4740475.0
P02383,2024-06-19,6739943.0
P02384,2023-07-01,7370086.0
P02385,2023-05-22,3130099.0
P02386,2023-10-07,7589648.0
P02387,2023-08-04,2765429.0
P02388,2024-03-23,4418544.0
P02389,2024-04-09,11637775.0
P02390,2023-06-16,8578840.0
P02391,2023-08-31,1450506.0
P02392,2024-04-11,1939389.0
P02393,2023-11-21,4300004.0
P02394,2023-12-19,1370043.0
P02395,2024-06-01,3967394.0
P02396,2024-02-21,8413123.0
P02397,2024-02-21,1470123.0
P02398,2023-11-04,1777505.0
P02399,2024-06-18,3065377.0
P02400,2023-01-15,1813824.0
P02401,2023-02-25,3018701.0
P02402,2024-03-08,5329241.0
P02403,2024-01-24,6107918.0
P02404,2023-06-28,9591266.0
P02405,2024-01-20,4538865.0
P02406,2023-03-10,7024890.0
P02407,2024-01-23,2905049.0
P02408,2023-08-19,6272501.0
P02409,2024-01-12,3053509.0
P02410,2023-08-06,10660642.0
P02411,2024-04-07,1514630.0
P02412,2023-03-13,2036479.0
P02413,2024-06-23,3110147.0
P02414,2023-11-13,4779243.0
P02415,2023-05-27,3688441.0
P02416,2024-09-06,2795751.0
P02417,2023-03-08,5097349.0
P02418,2023-12-10,11174066.0
P02419,2023-02-17,4762537.0
P02420,2024-07-28,9944261.0
P02421,2023-04-12,8101172.0
P02422,2023-06-10,4294172.0
P02423,2024-02-24,9695026.0
P02424,2024-07-19,1474639.0
P02425,2023-09-24,11045232.0
P02426,2023-06-16,5751233.0
P02427,2023-08-12,10164983.0
P02428,2024-08-09,3556857.0
P02429,2024-08-04,1372844.0
P02430,2023-03-20,8159129.0
P02431,2024-07-29,5611779.0
P02432,2024-06-21,1702099.0
P02433,2023-12-11,7634706.0
P02434,2023-06-13,1613396.0
P02435,2023-10-20,3246315.0
P02436,2024-05-10,6747879.0
P02437,2023-06-22,8043662.0
P02438,2023-08-08,4744888.0
P02439,2023-10-21,5343273.0
P02440,2023-02-13,7233943.0
P02441,2023-09-20,3411871.0
P02442,2023-03-27,2235819.0
P02443,2023-01-05,2214427.0
P02444,2023-09-05,5726053.0
P02445,2024-04-29,5812243.0
P02446,2024-09-19,1054629.0
P02447,2023-10-08,2739993.0
P02448,2024-04-26,903067.0
P02449,2023-05-23,8323500.0
P02450,2024-02-11,4802702.0
P02451,2024-03-01,1732313.0
P02452,2023-08-01,3821256.0
P02453,2023-10-14,5829668.0
P02454,2024-03-04,4305462.0
P02455,2023-07-20,10400121.0
P02456,2024-01-21,2401851.0
P02457,2023-05-28,1257899.0
P02458,2023-12-09,1177728.0
P02459,2023-02-07,4633246.0
P02460,2023-10-13,6291577.0
P02461,2023-11-18,6045563.0
P02462,2024-06-12,3440191.0
P02463,2023-08-28,8146508.0
P02464,2023-01-04,4289434.0
P02465,2023-01-26,2278589.0
P02466,2023-12-11,7711517.0
P02467,2024-06-03,4515731.0
P02468,2024-07-23,1497786.0
